TEXT,LABELS,BOUNDING_BOXES,token_ids,tokenized_text,tokenized_text_label_ids,tokenized_text_label
 , , ,1004,&,34,O
 , , ,2194,company,34,O
 , , ,24494,chop,55,S-stamped
 , , ,3058,date,34,O
 , , ,1024,:,34,O
 , , ,2262,2012,34,O
 , , ,1011,-,-100,O
 , , ,5511,08,-100,O
 , , ,1011,-,-100,O
 , , ,2410,13,-100,O
 , , ,6694,1000,40,S-quantity
 , , ,2005,for,34,O
 , , ,1010,",",34,O
 , , ,1047,k,56,S-diclaration_by
 , , ,1012,.,-100,O
 , , ,1038,b,56,S-diclaration_by
 , , ,1012,.,-100,O
 , , ,2491,control,56,S-diclaration_by
 , , ,2291,system,56,S-diclaration_by
 , , ,1015,1,15,S-signed_by
 , , ,20850,##lb,-100,O
 , , ,12098,ar,15,S-signed_by
 , , ,3089,##ri,-100,O
 , , ,2871,40,55,S-stamped
 , , ,21584,proprietor,34,O
 , , ,3027,ft,55,S-stamped
 , , ,3676,##ba,-100,O
 , , ,1041,e,55,S-stamped
 , , ,6199,##ft,-100,O
 , , ,1002,$,58,S-unit
 , , ,1014,0,58,S-unit
 , , ,1012,.,-100,O
 , , ,3515,65,-100,O
 , , ,1002,$,34,O
 , , ,13757,650,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1002,$,34,O
 , , ,13757,650,36,S-total_amount_in_numeric
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,3815,amount,34,O
 , , ,1037,a,55,S-stamped
 , , ,102,[SEP],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
PCS,O,"[89, 95, 188, 136]",101,[CLS],-100,O
TO,O,"[161, 193, 181, 202]",27019,pcs,34,O
PROSPERITY,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[198, 101, 361, 112]",2000,to,34,O
COMPONENTS,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[376, 101, 549, 112]",14165,prosperity,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
SINGAPORE,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[564, 101, 708, 112]",6177,components,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
PTE,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[723, 101, 768, 112]",5264,singapore,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
LTD,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[783, 101, 830, 112]",13866,pt,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
10,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[266, 116, 281, 126]",2063,##e,-100,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[284, 116, 287, 126]",5183,ltd,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
UBI,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[292, 116, 319, 126]",2184,10,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
CRESENT,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[322, 116, 396, 126]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[397, 116, 400, 126]",1057,u,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
#,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[405, 116, 414, 126]",5638,##bi,-100,O
02-92,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[414, 116, 452, 126]",13675,cr,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
UBI,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[459, 116, 482, 126]",6810,##ese,-100,O
TECH,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[489, 116, 530, 126]",3372,##nt,-100,O
PARK,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[537, 116, 579, 126]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[579, 116, 582, 126]",1001,#,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
SINGAPORE,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[587, 116, 677, 126]",6185,02,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
408564,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[683, 116, 733, 126]",1011,-,-100,O
TEL,O,"[229, 128, 259, 143]",6227,92,-100,O
:,O,"[259, 128, 264, 143]",1057,u,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
(,O,"[271, 128, 277, 143]",5638,##bi,-100,O
65,O,"[277, 128, 294, 143]",6627,tech,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
),O,"[296, 128, 301, 143]",2380,park,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
67428601,O,"[302, 128, 377, 143]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
FAX,O,"[399, 128, 430, 143]",5264,singapore,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
:,O,"[430, 128, 434, 143]",2871,40,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
(,O,"[440, 128, 444, 143]",27531,##85,-100,O
65,O,"[449, 128, 464, 143]",21084,##64,-100,O
),O,"[467, 128, 470, 143]",10093,tel,34,O
67428607,O,"[474, 128, 549, 143]",1024,:,34,O
email,O,"[569, 128, 610, 143]",1006,(,34,O
:,O,"[612, 128, 615, 143]",3515,65,34,O
thiru@pdc.com.sg,O,"[622, 128, 773, 144]",1007,),34,O
GST,O,"[376, 144, 407, 153]",6163,67,34,O
Registration,O,"[410, 144, 492, 153]",20958,##42,-100,O
No.,O,"[500, 144, 522, 153]",20842,##86,-100,O
20-0202871,O,"[527, 144, 607, 153]",24096,##01,-100,O
-,O,"[610, 144, 613, 153]",6904,fa,34,O
N,O,"[615, 144, 625, 153]",2595,##x,-100,O
Actia,S-consinee_name,"[221, 193, 256, 204]",1024,:,34,O
India,S-consinee_name,"[262, 193, 294, 204]",1006,(,34,O
Pvt,S-consinee_name,"[302, 193, 326, 204]",3515,65,34,O
Ltd,S-consinee_name,"[331, 193, 351, 204]",1007,),34,O
C,S-consignee_address,"[222, 209, 232, 220]",6163,67,34,O
-,S-consignee_address,"[232, 209, 237, 220]",20958,##42,-100,O
15,S-consignee_address,"[239, 209, 256, 220]",20842,##86,-100,O
",",S-consignee_address,"[256, 209, 259, 220]",2692,##0,-100,O
SEC,S-consignee_address,"[264, 209, 296, 220]",2581,##7,-100,O
-,S-consignee_address,"[294, 209, 301, 220]",10373,email,34,O
58,S-consignee_address,"[301, 209, 316, 220]",1024,:,34,O
",",S-consignee_address,"[319, 209, 322, 220]",16215,th,34,O
NOIDA,S-consignee_address,"[327, 209, 376, 220]",4313,##ir,-100,O
U.P,S-consignee_address,"[222, 224, 244, 236]",2226,##u,-100,O
",",S-consignee_address,"[247, 224, 251, 235]",1030,@,-100,O
India,S-consignee_address,"[256, 224, 289, 235]",22851,pd,-100,O
",",S-consignee_address,"[294, 224, 297, 235]",2278,##c,-100,O
201301,S-consignee_address,"[302, 224, 352, 235]",1012,.,-100,O
TEL,O,"[163, 241, 189, 250]",4012,com,-100,O
:,O,"[219, 241, 224, 250]",1012,.,-100,O
91-120-2582290,O,"[222, 241, 336, 250]",22214,sg,-100,O
ATTN,O,"[161, 256, 201, 269]",28177,gs,34,O
Ashish,O,"[229, 256, 276, 269]",2102,##t,-100,O
Kataria,O,"[282, 256, 329, 269]",8819,registration,34,O
/,O,"[331, 256, 336, 269]",2053,no,34,O
Yashpal,O,"[336, 256, 392, 269]",1012,.,-100,O
Singh,O,"[397, 256, 432, 270]",2322,20,34,O
S,O,"[143, 292, 153, 300]",1011,-,-100,O
/,O,"[151, 292, 156, 300]",6185,02,-100,O
N,O,"[156, 292, 166, 300]",2692,##0,-100,O
DESCRIPTION,O,"[186, 292, 291, 300]",22407,##28,-100,O
1,O,"[168, 321, 173, 329]",2581,##7,-100,O
PART,S-goods_description,"[179, 321, 221, 329]",2487,##1,-100,O
-,S-goods_description,"[229, 321, 236, 329]",1011,-,34,O
PIO5521,S-goods_description,"[241, 321, 299, 329]",1050,n,34,O
SP400S,S-goods_description,"[181, 334, 234, 345]",2552,act,17,S-consinee_name
",",S-goods_description,"[237, 334, 239, 344]",2401,##ia,-100,O
9MIL,S-goods_description,"[246, 334, 276, 344]",2634,india,17,S-consinee_name
-,S-goods_description,"[279, 334, 284, 344]",26189,pv,17,S-consinee_name
AC,S-goods_description,"[286, 334, 304, 344]",2102,##t,-100,O
Bergquist,S-goods_description,"[181, 351, 244, 360]",5183,ltd,17,S-consinee_name
BANK,O,"[164, 633, 202, 641]",1039,c,8,S-consignee_address
CODE,O,"[209, 633, 252, 641]",1011,-,8,S-consignee_address
:,O,"[259, 633, 264, 641]",2321,15,8,S-consignee_address
SWIFT,O,"[164, 649, 212, 658]",1010,",",8,S-consignee_address
CODE,O,"[217, 649, 261, 658]",10819,sec,8,S-consignee_address
:,O,"[266, 649, 272, 658]",1011,-,8,S-consignee_address
PROFORMA,O,"[396, 172, 514, 185]",5388,58,8,S-consignee_address
INVOICE,O,"[524, 172, 603, 185]",1010,",",8,S-consignee_address
BENEFICIARY,O,"[164, 666, 266, 675]",2053,no,8,S-consignee_address
NAME,O,"[272, 666, 314, 675]",8524,##ida,-100,O
:,O,"[321, 666, 326, 675]",1057,u,8,S-consignee_address
ACCOUNT,O,"[163, 684, 241, 693]",1012,.,-100,O
NUMBER,O,"[246, 684, 311, 693]",1052,p,-100,O
:,O,"[316, 684, 321, 693]",1010,",",8,S-consignee_address
Authorised,O,"[164, 756, 252, 769]",2634,india,8,S-consignee_address
Signature,O,"[261, 757, 341, 770]",1010,",",8,S-consignee_address
INV,O,"[567, 195, 590, 203]",2286,2013,8,S-consignee_address
NO,O,"[597, 195, 618, 203]",24096,##01,-100,O
:,O,"[637, 195, 645, 203]",10093,tel,34,O
PIV05-4481,S-performa_invoice_no,"[727, 193, 803, 203]",1024,:,34,O
PO,O,"[572, 210, 594, 220]",6205,91,34,O
NO,O,"[597, 210, 620, 220]",1011,-,-100,O
:,O,"[642, 209, 648, 220]",6036,120,-100,O
ACTIA,S-purchase_order_no_and_agreement_ref_no,"[653, 209, 700, 220]",1011,-,-100,O
/,S-purchase_order_no_and_agreement_ref_no,"[700, 209, 707, 220]",24398,258,-100,O
NO1213,S-purchase_order_no_and_agreement_ref_no,"[705, 209, 760, 220]",19317,##22,-100,O
/,S-purchase_order_no_and_agreement_ref_no,"[762, 209, 767, 220]",21057,##90,-100,O
1213,S-purchase_order_no_and_agreement_ref_no,"[767, 209, 800, 220]",2012,at,34,O
/,S-purchase_order_no_and_agreement_ref_no,"[798, 209, 806, 220]",2102,##t,-100,O
330,S-purchase_order_no_and_agreement_ref_no,"[803, 209, 831, 220]",2078,##n,-100,O
1,S-page_no,"[727, 226, 735, 235]",6683,ash,34,O
of,S-page_no,"[737, 225, 753, 233]",4509,##ish,-100,O
1,S-total_pages,"[755, 225, 763, 233]",29354,kata,34,O
Sum,O,"[163, 437, 194, 450]",4360,##ria,-100,O
of,O,"[201, 437, 217, 450]",1013,/,34,O
US,O,"[221, 437, 241, 450]",8038,ya,34,O
dollars,O,"[246, 437, 294, 450]",4095,##sh,-100,O
:,O,"[297, 437, 302, 450]",12952,##pal,-100,O
One,S-total_amount_in_words,"[314, 437, 344, 450]",5960,singh,34,O
Thousand,S-total_amount_in_words,"[349, 437, 420, 450]",1055,s,34,O
",",S-total_amount_in_words,"[424, 437, 425, 450]",1013,/,34,O
Nine,S-total_amount_in_words,"[432, 437, 462, 450]",1050,n,34,O
Hundred,S-total_amount_in_words,"[475, 437, 535, 450]",6412,description,34,O
and,S-total_amount_in_words,"[542, 437, 567, 450]",1015,1,34,O
Fifty,S-total_amount_in_words,"[579, 437, 608, 450]",2112,part,27,S-goods_description
only,O,"[613, 437, 645, 450]",1011,-,27,S-goods_description
.,O,"[643, 437, 650, 450]",14255,pi,27,S-goods_description
REMARKS,O,"[163, 469, 241, 480]",2080,##o,-100,O
:,O,"[242, 469, 249, 478]",24087,##55,-100,O
Delivery,O,"[164, 484, 221, 498]",17465,##21,-100,O
Date,O,"[224, 484, 256, 498]",11867,sp,27,S-goods_description
To,O,"[286, 484, 304, 498]",29537,##400,-100,O
be,O,"[309, 484, 326, 498]",2015,##s,-100,O
advised,O,"[332, 484, 384, 498]",1010,",",27,S-goods_description
once,O,"[389, 484, 420, 498]",1023,9,27,S-goods_description
payment,O,"[427, 484, 485, 498]",4328,##mi,-100,O
is,O,"[490, 484, 499, 498]",2140,##l,-100,O
received,O,"[505, 484, 564, 498]",1011,-,27,S-goods_description
.,O,"[562, 484, 570, 498]",9353,ac,27,S-goods_description
Insurance,O,"[164, 517, 231, 529]",15214,berg,27,S-goods_description
&,O,"[236, 517, 247, 529]",18331,##quist,-100,O
Freight,O,"[249, 517, 301, 529]",2924,bank,34,O
:,O,"[299, 517, 304, 529]",3642,code,34,O
Arranged,O,"[327, 517, 392, 529]",1024,:,34,O
and,O,"[397, 517, 422, 529]",9170,swift,34,O
paid,O,"[427, 517, 454, 529]",3642,code,34,O
by,O,"[462, 517, 477, 529]",1024,:,34,O
Actia,O,"[480, 517, 514, 529]",11268,prof,34,O
Pvt,O,"[524, 517, 549, 529]",2953,##or,-100,O
Ltd,O,"[552, 517, 572, 529]",2863,##ma,-100,O
Bank,O,"[164, 547, 199, 558]",1999,in,34,O
Details,O,"[204, 547, 256, 558]",6767,##vo,-100,O
:,O,"[259, 547, 266, 558]",6610,##ice,-100,O
CURRENCY,O,"[164, 567, 251, 575]",3841,ben,34,O
:,O,"[256, 567, 262, 575]",12879,##ef,-100,O
BENEFICIARY,O,"[164, 584, 267, 593]",24108,##icia,-100,O
BANK,O,"[272, 584, 314, 593]",2854,##ry,-100,O
USD,S-currency_in_numeric,"[396, 567, 429, 575]",2171,name,34,O
OCBC,S-beneficiary_bank,"[396, 583, 437, 592]",1024,:,34,O
BANK,S-beneficiary_bank,"[444, 583, 484, 591]",4070,account,34,O
PAGE,O,"[572, 226, 612, 235]",2193,number,34,O
TERMS,O,"[572, 241, 622, 252]",1024,:,34,O
Ut,S-payment_terms,"[653, 241, 667, 250]",19256,authorised,34,O
in,S-payment_terms,"[670, 241, 680, 250]",8085,signature,34,O
advance,S-payment_terms,"[688, 241, 745, 250]",1999,in,34,O
DATE,O,"[570, 256, 608, 269]",2615,##v,-100,O
:,O,"[638, 259, 645, 267]",2053,no,34,O
15th,S-invoice_date,"[655, 258, 685, 266]",1024,:,34,O
Aug,S-invoice_date,"[692, 258, 720, 266]",14255,pi,9,S-performa_invoice_no
2012,S-invoice_date,"[728, 258, 762, 266]",2615,##v,-100,O
UNIT,O,"[500, 292, 534, 303]",2692,##0,-100,O
PRICE,O,"[540, 292, 587, 303]",2629,##5,-100,O
(,O,"[590, 292, 595, 303]",1011,-,-100,O
Pcs,O,"[595, 292, 623, 303]",4008,44,-100,O
),O,"[622, 292, 627, 303]",2620,##8,-100,O
QTY,O,"[648, 292, 680, 303]",2487,##1,-100,O
(,O,"[685, 292, 688, 303]",13433,po,34,O
Pcs,O,"[690, 292, 718, 303]",2053,no,34,O
),O,"[718, 292, 723, 303]",1024,:,34,O
USD,O,"[529, 321, 560, 329]",2552,act,4,S-purchase_order_no_and_agreement_ref_no
$,O,"[562, 321, 569, 329]",2401,##ia,-100,O
0.39,S-unit,"[570, 321, 600, 329]",1013,/,4,S-purchase_order_no_and_agreement_ref_no
5000,S-quantity,"[670, 322, 705, 329]",2053,no,4,S-purchase_order_no_and_agreement_ref_no
TOTAL,O,"[635, 408, 685, 416]",12521,##12,-100,O
AMOUNT,O,"[762, 289, 828, 300]",17134,##13,-100,O
USD,O,"[748, 320, 777, 329]",1013,/,4,S-purchase_order_no_and_agreement_ref_no
$,O,"[780, 320, 787, 328]",12606,121,4,S-purchase_order_no_and_agreement_ref_no
1950.00,O,"[790, 320, 843, 328]",2509,##3,-100,O
тт,O,"[575, 747, 638, 783]",1013,/,4,S-purchase_order_no_and_agreement_ref_no
blongh,O,"[582, 800, 685, 852]",14210,330,4,S-purchase_order_no_and_agreement_ref_no
USD,O,"[748, 408, 777, 416]",1015,1,16,S-page_no
$,O,"[780, 408, 787, 415]",1997,of,16,S-page_no
1950.00,S-total_amount_in_numeric,"[788, 408, 841, 415]",1015,1,52,S-total_pages
For,O,"[745, 557, 778, 573]",7680,sum,34,O
ACT,S-diclaration_by,"[777, 555, 823, 570]",1997,of,34,O
DIA,S-diclaration_by,"[861, 552, 898, 567]",2149,us,34,O
PVT.LTD,S-diclaration_by,"[900, 547, 978, 564]",6363,dollars,34,O
.,S-diclaration_by,"[978, 547, 985, 561]",1024,:,34,O
cpt,S-signed_by,"[883, 573, 930, 589]",2028,one,0,S-total_amount_in_words
65,S-beneficiary_bank_address,"[396, 600, 412, 610]",4595,thousand,0,S-total_amount_in_words
CHULIA,S-beneficiary_bank_address,"[417, 600, 475, 610]",1010,",",0,S-total_amount_in_words
STREET,S-beneficiary_bank_address,"[479, 600, 540, 610]",3157,nine,0,S-total_amount_in_words
OCBC,S-beneficiary_bank_address,"[545, 600, 590, 610]",3634,hundred,0,S-total_amount_in_words
CENTRE,S-beneficiary_bank_address,"[595, 600, 657, 610]",1998,and,0,S-total_amount_in_words
SINGAPORE,S-beneficiary_bank_address,"[396, 616, 487, 624]",5595,fifty,0,S-total_amount_in_words
049513,S-beneficiary_bank_address,"[494, 616, 544, 624]",2069,only,34,O
7339,O,"[396, 633, 430, 642]",1012,.,34,O
OCBCSGSG,S-beneficiary_bank_swift,"[397, 649, 482, 658]",12629,remarks,34,O
PROSPERITY,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[396, 665, 495, 676]",1024,:,34,O
COMPONENTS,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[502, 665, 612, 676]",6959,delivery,34,O
SINGAPORE,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[618, 665, 710, 676]",3058,date,34,O
PTE,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[715, 665, 745, 676]",2000,to,34,O
LTD,S-stamped,"[750, 665, 780, 676]",2022,be,34,O
501-076871-301,S-beneficiary_account_no,"[396, 684, 509, 693]",9449,advised,34,O
Sect,S-stamped,"[760, 636, 783, 655]",2320,once,34,O
Ahorfeed,O,"[797, 608, 893, 624]",7909,payment,34,O
Signator,O,"[903, 604, 975, 620]",2003,is,34,O
SPLE,S-stamped,"[798, 631, 828, 642]",2363,received,34,O
Vest,S-stamped,"[783, 643, 805, 660]",1012,.,34,O
DOPUNT,S-stamped,"[790, 684, 840, 706]",5427,insurance,34,O
THE,S-stamped,"[833, 673, 856, 690]",1004,&,34,O
URGENT,O,"[695, 720, 868, 772]",8441,freight,34,O
 , , ,1024,:,34,O
 , , ,5412,arranged,34,O
 , , ,1998,and,34,O
 , , ,3825,paid,34,O
 , , ,2011,by,34,O
 , , ,2552,act,34,O
 , , ,2401,##ia,-100,O
 , , ,26189,pv,34,O
 , , ,2102,##t,-100,O
 , , ,5183,ltd,34,O
 , , ,2924,bank,34,O
 , , ,4751,details,34,O
 , , ,1024,:,34,O
 , , ,9598,currency,34,O
 , , ,1024,:,34,O
 , , ,3841,ben,34,O
 , , ,12879,##ef,-100,O
 , , ,24108,##icia,-100,O
 , , ,2854,##ry,-100,O
 , , ,2924,bank,34,O
 , , ,13751,usd,22,S-currency_in_numeric
 , , ,1051,o,53,S-beneficiary_bank
 , , ,27421,##cb,-100,O
 , , ,2278,##c,-100,O
 , , ,2924,bank,53,S-beneficiary_bank
 , , ,3931,page,34,O
 , , ,3408,terms,34,O
 , , ,21183,ut,60,S-payment_terms
 , , ,1999,in,60,S-payment_terms
 , , ,5083,advance,60,S-payment_terms
 , , ,3058,date,34,O
 , , ,1024,:,34,O
 , , ,6286,15th,54,S-invoice_date
 , , ,15476,aug,54,S-invoice_date
 , , ,2262,2012,54,S-invoice_date
 , , ,3131,unit,34,O
 , , ,3976,price,34,O
 , , ,1006,(,34,O
 , , ,27019,pcs,34,O
 , , ,1007,),34,O
 , , ,1053,q,34,O
 , , ,3723,##ty,-100,O
 , , ,1006,(,34,O
 , , ,27019,pcs,34,O
 , , ,1007,),34,O
 , , ,13751,usd,34,O
 , , ,1002,$,34,O
 , , ,1014,0,58,S-unit
 , , ,1012,.,-100,O
 , , ,4464,39,-100,O
 , , ,13509,5000,40,S-quantity
 , , ,2561,total,34,O
 , , ,3815,amount,34,O
 , , ,13751,usd,34,O
 , , ,1002,$,34,O
 , , ,3925,1950,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1197,т,34,O
 , , ,22919,##т,-100,O
 , , ,1038,b,34,O
 , , ,10052,##long,-100,O
 , , ,2232,##h,-100,O
 , , ,13751,usd,34,O
 , , ,1002,$,34,O
 , , ,3925,1950,36,S-total_amount_in_numeric
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,2005,for,34,O
 , , ,2552,act,56,S-diclaration_by
 , , ,22939,dia,56,S-diclaration_by
 , , ,26189,pv,56,S-diclaration_by
 , , ,2102,##t,-100,O
 , , ,1012,.,-100,O
 , , ,5183,ltd,-100,O
 , , ,1012,.,56,S-diclaration_by
 , , ,18133,cp,15,S-signed_by
 , , ,2102,##t,-100,O
 , , ,3515,65,21,S-beneficiary_bank_address
 , , ,14684,chu,21,S-beneficiary_bank_address
 , , ,6632,##lia,-100,O
 , , ,2395,street,21,S-beneficiary_bank_address
 , , ,1051,o,21,S-beneficiary_bank_address
 , , ,27421,##cb,-100,O
 , , ,2278,##c,-100,O
 , , ,2803,centre,21,S-beneficiary_bank_address
 , , ,5264,singapore,21,S-beneficiary_bank_address
 , , ,5840,04,21,S-beneficiary_bank_address
 , , ,2683,##9,-100,O
 , , ,22203,##51,-100,O
 , , ,2509,##3,-100,O
 , , ,6421,73,34,O
 , , ,23499,##39,-100,O
 , , ,1051,o,44,S-beneficiary_bank_swift
 , , ,27421,##cb,-100,O
 , , ,6169,##cs,-100,O
 , , ,5620,##gs,-100,O
 , , ,2290,##g,-100,O
 , , ,14165,prosperity,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
 , , ,6177,components,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
 , , ,5264,singapore,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
 , , ,13866,pt,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
 , , ,2063,##e,-100,O
 , , ,5183,ltd,55,S-stamped
 , , ,16202,501,5,S-beneficiary_account_no
 , , ,1011,-,-100,O
 , , ,5718,07,-100,O
 , , ,2575,##6,-100,O
 , , ,2620,##8,-100,O
 , , ,2581,##7,-100,O
 , , ,2487,##1,-100,O
 , , ,1011,-,-100,O
 , , ,19123,301,-100,O
 , , ,17831,sect,55,S-stamped
 , , ,6289,ah,34,O
 , , ,16347,##orf,-100,O
 , , ,13089,##eed,-100,O
 , , ,3696,sign,34,O
 , , ,8844,##ator,-100,O
 , , ,11867,sp,55,S-stamped
 , , ,2571,##le,-100,O
 , , ,17447,vest,55,S-stamped
